"","Alveolar.bipotent.progenitor","Alveolar.macrophage.Ear2.high","Alveolar.macrophage.Pclaf.high","AT1.cell","AT2.cell","B.cell","Basophil","Ciliated.cell","Clara.cell","Dendritic.cell.Gngt2.high","Dendritic.cell.H2.M2.high","Dendritic.cell.Mgl2.high","Dendritic.cell.Tubb5.high","Dendritic.cell.Naaa.high","Endothelial.cell.Kdr.high","Endothelial.cell.Tmem100.high","Endothelial.cell.Vwf.high","Eosinophil","IgA.producing.B.cell","Interstitial.macrophage","Monocyte.progenitor","Neutrophil","NK.cell","Nuocyte","Plasmacytoid.dendritic.cell","Stromal.cell.Acta2.high","Stromal.cell.Dcn.high","Stromal.cell.Inmt.high","T.cell.Cd8b1.high"
"Tollip",0.03125,0.042084168,0.027777778,0.042944785,0.04009901,0.004297994,0,0.037037037,0.024242424,0.062111801,0,0.00621118,0.066666667,0.010752688,0.096153846,0.083916084,0,0.026415094,0.033333333,0.026785714,0.076923077,0.057142857,0.010909091,0.026490066,0.016949153,0.048387097,0.021857923,0.041916168,0.008695652
"Tom1",0,0.014028056,0,0,0.006930693,0,0,0.009259259,0.006060606,0.01242236,0,0,0,0,0.009615385,0,0,0,0,0.008928571,0,0,0.003636364,0,0,0,0.016393443,0.011976048,0
"Tom1l1",0,0.002004008,0,0.073619632,0.04009901,0.001432665,0,0.092592593,0.054545455,0,0,0,0,0,0,0,0.013513514,0,0,0,0,0,0.007272727,0,0,0,0.016393443,0.017964072,0
"Tom1l2",0.0625,0.014028056,0,0.036809816,0.024257426,0.008595989,0,0.055555556,0.006060606,0.01863354,0,0,0,0.021505376,0.019230769,0,0.054054054,0.01509434,0,0.013392857,0,0.028571429,0.010909091,0.013245033,0.003389831,0.032258065,0.032786885,0.011976048,0.010869565
"Tomm20",0.0625,0.080160321,0,0.042944785,0.050990099,0.042979943,0,0.083333333,0.066666667,0.02484472,0.095238095,0.093167702,0.066666667,0.080645161,0.076923077,0.055944056,0.081081081,0.037735849,0.066666667,0.053571429,0.384615385,0.071428571,0.090909091,0.046357616,0.077966102,0.032258065,0.043715847,0.071856287,0.063043478
"Tomm22",0.1875,0.172344689,0.166666667,0.104294479,0.149009901,0.083094556,0,0.287037037,0.133333333,0.099378882,0.19047619,0.260869565,0.266666667,0.225806452,0.096153846,0.083916084,0.175675676,0.083018868,0.266666667,0.120535714,0.615384615,0.1,0.141818182,0.072847682,0.186440678,0.064516129,0.131147541,0.143712575,0.106521739
"Tomm34",0.03125,0.026052104,0.055555556,0.030674847,0.026237624,0.022922636,0.071428571,0.055555556,0.018181818,0.01863354,0.047619048,0.062111801,0,0.048387097,0.009615385,0.013986014,0.013513514,0.011320755,0.033333333,0.017857143,0.153846154,0.042857143,0.025454545,0.039735099,0.013559322,0.016129032,0.049180328,0.023952096,0.039130435
"Tomm40",0.125,0.064128257,0.111111111,0.049079755,0.037623762,0.040114613,0,0.111111111,0.090909091,0.02484472,0,0.062111801,0.066666667,0.107526882,0.096153846,0.055944056,0.094594595,0.00754717,0,0.0625,0.230769231,0.028571429,0.061818182,0.046357616,0.050847458,0.032258065,0.043715847,0.047904192,0.02826087
"Tomm40l",0,0.02004008,0,0.036809816,0.02029703,0.014326648,0,0.027777778,0.012121212,0.01242236,0.047619048,0.01242236,0,0.005376344,0.009615385,0.034965035,0.013513514,0.011320755,0.033333333,0.013392857,0.076923077,0,0.003636364,0,0.020338983,0.048387097,0.027322404,0.017964072,0.013043478
"Tomm5",0.03125,0.062124248,0.083333333,0.073619632,0.047524752,0.038681948,0,0.083333333,0.03030303,0.02484472,0.142857143,0.037267081,0.1,0.080645161,0.019230769,0.041958042,0.067567568,0.030188679,0.033333333,0.035714286,0.384615385,0.028571429,0.076363636,0.066225166,0.037288136,0.032258065,0.081967213,0.095808383,0.05
"Tomm6",0.03125,0.004008016,0,0,0.008415842,0.004297994,0,0.009259259,0,0.00621118,0,0.00621118,0,0.010752688,0,0,0.013513514,0,0.033333333,0.004464286,0.076923077,0,0,0,0.006779661,0,0.005464481,0.011976048,0
"Tomm7",0.21875,0.310621242,0.361111111,0.26993865,0.349009901,0.113180516,0.071428571,1.722222222,0.539393939,0.111801242,0.380952381,0.267080745,0.266666667,0.322580645,0.173076923,0.153846154,0.405405405,0.090566038,0.333333333,0.205357143,0.461538462,0.171428571,0.189090909,0.19205298,0.162711864,0.14516129,0.300546448,0.28742515,0.156521739
"Tomm70a",0.03125,0.044088176,0,0.036809816,0.041089109,0.031518625,0,0.027777778,0.024242424,0.01863354,0.095238095,0.055900621,0,0.02688172,0,0.027972028,0.040540541,0,0.033333333,0.035714286,0.153846154,0.028571429,0.04,0.039735099,0.033898305,0.016129032,0.027322404,0.041916168,0.030434783
"Tonsl",0.4375,0.208416834,0.111111111,0.404907975,0.274752475,0.164756447,0.214285714,0.592592593,0.224242424,0.124223602,0.380952381,0.161490683,0.266666667,0.220430108,0.076923077,0.13986014,0.202702703,0.173584906,0.066666667,0.169642857,0.384615385,0.1,0.254545455,0.17218543,0.220338983,0.274193548,0.142076503,0.251497006,0.154347826
"Top1",0.125,0.184368737,0.194444444,0.153374233,0.187128713,0.070200573,0.071428571,0.166666667,0.23030303,0.180124224,0.142857143,0.136645963,0.1,0.139784946,0.067307692,0.13986014,0.216216216,0.113207547,0.166666667,0.120535714,0.384615385,0.114285714,0.083636364,0.125827815,0.088135593,0.096774194,0.098360656,0.149700599,0.084782609
"Top1mt",0,0.002004008,0.027777778,0,0.005940594,0.001432665,0,0,0.006060606,0,0,0,0,0,0,0,0,0,0.033333333,0,0,0,0.018181818,0,0.003389831,0,0.005464481,0,0.002173913
"Top2a",0,0.008016032,0.472222222,0.006134969,0.002970297,0.007163324,0,0.018518519,0.006060606,0,0,0.00621118,0.966666667,0.016129032,0,0,0.027027027,0.003773585,0,0.004464286,0.153846154,0.071428571,0.025454545,0.01986755,0.003389831,0,0.005464481,0.005988024,0.008695652
"Top2b",0.0625,0.032064128,0.083333333,0.098159509,0.041089109,0.037249284,0.071428571,0.083333333,0.072727273,0.037267081,0.047619048,0.043478261,0.033333333,0.053763441,0.028846154,0.020979021,0.040540541,0.026415094,0.033333333,0.03125,0.076923077,0.042857143,0.050909091,0.026490066,0.047457627,0.080645161,0.071038251,0.089820359,0.034782609
"Top3a",0,0.006012024,0.027777778,0,0.003465347,0.004297994,0,0,0.006060606,0.00621118,0,0,0,0.005376344,0,0,0,0,0,0.013392857,0,0,0,0,0.003389831,0,0,0.011976048,0.004347826
"Top3b",0.03125,0.016032064,0.027777778,0.006134969,0.020792079,0.014326648,0,0.074074074,0.018181818,0.02484472,0,0.01242236,0,0.016129032,0,0.020979021,0.054054054,0,0,0.004464286,0,0.014285714,0.014545455,0.006622517,0.003389831,0.032258065,0.010928962,0.02994012,0.015217391
"Topbp1",0,0.012024048,0.083333333,0.030674847,0.01039604,0.011461318,0,0.027777778,0.006060606,0.00621118,0,0.01242236,0,0.005376344,0,0.020979021,0.013513514,0.00754717,0,0.004464286,0.076923077,0.014285714,0.010909091,0.01986755,0.006779661,0.016129032,0.005464481,0.017964072,0.010869565
"Topors",0.03125,0.028056112,0.055555556,0.067484663,0.036138614,0.017191977,0,0.009259259,0.018181818,0.01863354,0,0.00621118,0.033333333,0.005376344,0.019230769,0.034965035,0.040540541,0,0.066666667,0.013392857,0.076923077,0,0.018181818,0.01986755,0.013559322,0.032258065,0.049180328,0.02994012,0.015217391
"Tor1a",0.03125,0.042084168,0.055555556,0.036809816,0.031188119,0.025787966,0,0.027777778,0.042424242,0.074534161,0,0.01863354,0.133333333,0.14516129,0.028846154,0.083916084,0.094594595,0.022641509,0.066666667,0.044642857,0.230769231,0.028571429,0.018181818,0.026490066,0.098305085,0.048387097,0.049180328,0.047904192,0.02173913
"Tor1aip1",0,0.084168337,0.166666667,0.073619632,0.067326733,0.083094556,0.071428571,0.027777778,0.054545455,0.093167702,0.095238095,0.093167702,0.166666667,0.080645161,0.048076923,0.062937063,0.108108108,0.056603774,0,0.053571429,0.076923077,0.014285714,0.018181818,0.059602649,0.13559322,0.016129032,0.114754098,0.101796407,0.047826087
"Tor1aip2",0.0625,0.104208417,0.166666667,0.085889571,0.065346535,0.020057307,0,0.055555556,0.054545455,0.031055901,0.19047619,0.01863354,0.033333333,0.02688172,0.038461538,0.055944056,0.040540541,0.01509434,0.066666667,0.035714286,0.076923077,0,0.029090909,0.039735099,0.033898305,0.032258065,0.081967213,0.065868263,0.030434783
"Tor1b",0,0.024048096,0.027777778,0.055214724,0.027722772,0.008595989,0,0.037037037,0,0.02484472,0,0.01863354,0.066666667,0.032258065,0.038461538,0.034965035,0.013513514,0.003773585,0,0.017857143,0.076923077,0,0.025454545,0.01986755,0.027118644,0.032258065,0.043715847,0.041916168,0.02173913
"Tor2a",0.0625,0.042084168,0.055555556,0.024539877,0.044059406,0.021489971,0,0.037037037,0.024242424,0.01242236,0,0.037267081,0.033333333,0.021505376,0,0.062937063,0,0.018867925,0.066666667,0.035714286,0.384615385,0,0.018181818,0.033112583,0.023728814,0.032258065,0.054644809,0.035928144,0.006521739
"Tor3a",0,0.024048096,0.111111111,0.116564417,0.020792079,0.022922636,0,0.111111111,0.006060606,0.00621118,0.142857143,0.01242236,0,0.086021505,0.048076923,0.083916084,0.067567568,0.00754717,0,0.049107143,0.230769231,0.014285714,0.007272727,0.006622517,0.084745763,0.016129032,0.021857923,0.035928144,0.004347826
"Tor4a",0,0.01002004,0.027777778,0.006134969,0.011386139,0.005730659,0,0.027777778,0.024242424,0.01242236,0,0,0,0.021505376,0,0.006993007,0.013513514,0,0.033333333,0.013392857,0.076923077,0,0.007272727,0,0.003389831,0,0,0,0.002173913
"Tox",0,0,0,0.006134969,0.003465347,0.001432665,0,0,0.006060606,0.00621118,0,0,0,0,0,0.006993007,0.013513514,0.003773585,0,0,0,0,0.014545455,0.013245033,0,0,0,0.005988024,0.02826087
"Tox2",0,0.002004008,0,0,0.004455446,0,0,0,0,0,0.047619048,0,0,0,0.019230769,0.013986014,0.013513514,0,0,0.008928571,0,0,0,0,0,0,0.005464481,0,0
"Tox3",0,0,0,0.006134969,0.006930693,0,0,0,0.03030303,0,0,0,0,0,0.009615385,0.006993007,0,0.003773585,0,0,0,0,0,0,0,0,0,0,0
"Tox4",0.09375,0.036072144,0,0.030674847,0.031683168,0.028653295,0,0.083333333,0.060606061,0.055900621,0,0.074534161,0,0.037634409,0.038461538,0.020979021,0.081081081,0.01509434,0,0.040178571,0,0.042857143,0.04,0.013245033,0.06440678,0.016129032,0.049180328,0.02994012,0.030434783
"Tpbg",0,0,0,0,0.000990099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005464481,0.011976048,0.002173913
"Tpbgl",0,0.006012024,0.027777778,0,0.00049505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038251366,0.011976048,0.002173913
"Tpcn1",0,0.006012024,0,0,0.017326733,0.007163324,0,0.009259259,0.006060606,0.01242236,0,0.01863354,0.066666667,0.032258065,0.057692308,0.013986014,0.040540541,0.003773585,0,0.03125,0,0,0.018181818,0.006622517,0.013559322,0.016129032,0.049180328,0.05988024,0.010869565
"Tpcn2",0,0.022044088,0.027777778,0.018404908,0.03019802,0.004297994,0,0.009259259,0.018181818,0.00621118,0,0.00621118,0.066666667,0.02688172,0.009615385,0.013986014,0.040540541,0.00754717,0,0.040178571,0,0.014285714,0.014545455,0.006622517,0.010169492,0,0.016393443,0.011976048,0.004347826
"Tpd52",0.21875,0.290581162,0.333333333,0.079754601,0.162871287,0.083094556,0.142857143,0.157407407,0.212121212,0.385093168,0,0.130434783,0.1,0.14516129,0.086538462,0.076923077,0.067567568,0.528301887,0.066666667,0.263392857,0.230769231,0.342857143,0.072727273,0.052980132,0.379661017,0.032258065,0.027322404,0.041916168,0.02173913
"Tpd52l1",0,0.002004008,0,0,0.003960396,0,0,0,0.018181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011976048,0
"Tpd52l2",0.1875,0.096192385,0.027777778,0.122699387,0.108910891,0.047277937,0.071428571,0.240740741,0.139393939,0.01863354,0.095238095,0.062111801,0,0.075268817,0.096153846,0.090909091,0.094594595,0.026415094,0.033333333,0.080357143,0.153846154,0,0.076363636,0.052980132,0.057627119,0.129032258,0.202185792,0.209580838,0.041304348
"Tpgs1",0.09375,0.070140281,0.083333333,0.09202454,0.054950495,0.032951289,0,0.148148148,0.060606061,0.068322981,0.047619048,0.062111801,0.066666667,0.037634409,0.028846154,0.062937063,0.094594595,0.018867925,0.033333333,0.0625,0,0.028571429,0.043636364,0.026490066,0.111864407,0.032258065,0.06557377,0.047904192,0.041304348
"Tpgs2",0,0.01002004,0.083333333,0.012269939,0.003960396,0.00286533,0,0.027777778,0.042424242,0.00621118,0,0.037267081,0,0.010752688,0.028846154,0.041958042,0.027027027,0.003773585,0,0.004464286,0,0.028571429,0.021818182,0.046357616,0.010169492,0.032258065,0.021857923,0.023952096,0.023913043
"Tpi1",0.375,0.130260521,0.194444444,0.122699387,0.178712871,0.063037249,0.071428571,0.240740741,0.109090909,0.043478261,0,0.068322981,0.266666667,0.107526882,0.057692308,0.097902098,0.162162162,0.045283019,0.133333333,0.138392857,0.769230769,0.028571429,0.083636364,0.059602649,0.088135593,0.14516129,0.202185792,0.167664671,0.054347826
"Tpk1",0,0.006012024,0,0.024539877,0.011881188,0.005730659,0,0.009259259,0.006060606,0.00621118,0,0.02484472,0,0.02688172,0,0,0.027027027,0.00754717,0,0.013392857,0,0.014285714,0.007272727,0,0.006779661,0.016129032,0.005464481,0,0.002173913
"Tpm1",1.3125,0.036072144,0.055555556,0.613496933,0.67970297,0.058739255,0.142857143,0.527777778,0.181818182,0.055900621,0.238095238,0.043478261,0.1,0.048387097,0.125,0.181818182,0.445945946,0.037735849,0.1,0.049107143,0.076923077,0.042857143,0.061818182,0.072847682,0.020338983,1.306451613,0.382513661,0.532934132,0.026086957
"Tpm2",0.0625,0.002004008,0,0.030674847,0.005445545,0.00286533,0,0,0.006060606,0.00621118,0.047619048,0,0,0.005376344,0,0,0,0.01509434,0,0.008928571,0,0,0,0.006622517,0.010169492,1.274193548,0.098360656,0.083832335,0.006521739
"Tpm3",0.40625,0.238476954,0.333333333,0.484662577,0.244059406,0.171919771,0,0.296296296,0.145454545,0.254658385,0.523809524,0.335403727,0.6,0.408602151,0.144230769,0.237762238,0.378378378,0.139622642,0.3,0.28125,1.076923077,0.471428571,0.247272727,0.21192053,0.328813559,0.080645161,0.218579235,0.203592814,0.160869565
"Tpm4",0.375,0.126252505,0.361111111,0.147239264,0.30990099,0.104584527,0.142857143,0.37962963,0.103030303,0.161490683,1,0.279503106,0.666666667,0.204301075,0.192307692,0.41958042,0.567567568,0.313207547,0.2,0.205357143,0,0.2,0.283636364,0.132450331,0.206779661,0.35483871,0.50273224,0.479041916,0.089130435
"Tpmt",0,0,0.027777778,0,0.000990099,0,0,0.009259259,0,0,0,0,0,0,0,0,0,0,0,0.004464286,0,0,0,0,0.003389831,0,0,0,0
"Tpp1",0.40625,0.178356713,0.111111111,0.153374233,0.157920792,0.048710602,0,0.111111111,0.078787879,0.037267081,0.095238095,0.080745342,0.1,0.010752688,0.125,0.055944056,0.121621622,0.018867925,0,0.205357143,0.230769231,0.014285714,0.036363636,0.01986755,0.044067797,0.032258065,0.071038251,0.179640719,0.030434783
"Tpp2",0.03125,0.032064128,0.055555556,0.030674847,0.027722772,0.02722063,0,0.027777778,0.03030303,0.037267081,0,0.02484472,0.033333333,0.016129032,0.009615385,0,0.067567568,0.00754717,0,0.026785714,0,0,0.014545455,0.052980132,0.020338983,0,0.027322404,0.053892216,0.02826087
"Tppp",0,0.008016032,0,0,0.012376238,0.001432665,0,0.018518519,0.006060606,0,0,0.00621118,0,0,0,0.013986014,0.013513514,0,0,0.008928571,0,0,0,0.006622517,0,0.016129032,0.005464481,0.005988024,0
"Tppp3",0.28125,0.290581162,0.416666667,1.417177914,0.152475248,0.065902579,0,4.666666667,0.139393939,0.360248447,0.047619048,0.136645963,0.366666667,0.231182796,0.25,0.125874126,0.027027027,0.071698113,0.1,0.174107143,0,0.057142857,0.047272727,0.072847682,0.311864407,0.290322581,0.300546448,0.143712575,0.043478261
"Tpr",0.09375,0.090180361,0.083333333,0.09202454,0.061881188,0.058739255,0.071428571,0.12037037,0.060606061,0.031055901,0,0.093167702,0.2,0.048387097,0.048076923,0.06993007,0.081081081,0.003773585,0.033333333,0.066964286,0.153846154,0.028571429,0.072727273,0.125827815,0.088135593,0.064516129,0.043715847,0.077844311,0.084782609
"Tpra1",0,0.018036072,0,0.018404908,0.028217822,0.011461318,0,0.037037037,0.03030303,0.01242236,0,0,0.066666667,0.005376344,0.076923077,0.020979021,0.054054054,0.003773585,0,0.013392857,0.076923077,0,0.025454545,0.006622517,0.010169492,0.032258065,0.027322404,0.023952096,0.006521739
"Tprg",0.03125,0,0,0,0.001485149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tprgl",0.03125,0.116232465,0.027777778,0.257668712,0.100990099,0.077363897,0.071428571,0.111111111,0.115151515,0.093167702,0.142857143,0.055900621,0.033333333,0.123655914,0.105769231,0.188811189,0.081081081,0.056603774,0.033333333,0.102678571,0,0.085714286,0.112727273,0.125827815,0.088135593,0.161290323,0.180327869,0.19760479,0.095652174
"Tprkb",0.125,0.034068136,0,0.024539877,0.031683168,0.017191977,0,0.037037037,0.024242424,0.01863354,0.047619048,0.01863354,0,0.021505376,0.009615385,0.006993007,0,0.01509434,0.066666667,0.026785714,0,0.014285714,0.010909091,0.01986755,0.010169492,0.032258065,0.038251366,0.053892216,0.004347826
"Tprn",0.03125,0.014028056,0,0,0.004950495,0.004297994,0,0.037037037,0.006060606,0,0,0.00621118,0.033333333,0.02688172,0,0.013986014,0,0,0.033333333,0.008928571,0,0.014285714,0.007272727,0.006622517,0.003389831,0.016129032,0,0.011976048,0.010869565
"Tpst1",0,0.006012024,0.027777778,0.079754601,0.008415842,0.020057307,0,0,0.006060606,0.00621118,0,0.01242236,0.066666667,0.032258065,0,0.006993007,0,0,0.033333333,0.035714286,0.076923077,0,0,0,0.020338983,0.096774194,0.316939891,0.22754491,0.002173913
"Tpst2",0.03125,0.062124248,0.111111111,0.042944785,0.036138614,0.045845272,0,0.064814815,0.03030303,0.080745342,0.047619048,0.049689441,0.066666667,0.053763441,0.173076923,0.181818182,0.175675676,0.086792453,0.2,0.09375,0.153846154,0.114285714,0.138181818,0.139072848,0.081355932,0.032258065,0.043715847,0.053892216,0.073913043
"Tpt1",2.09375,1.977955912,1.916666667,0.871165644,2.038118812,1.233524355,1.071428571,1.657407407,2.860606061,1.223602484,2.095238095,2.229813665,2.3,2.408602151,0.932692308,1.202797203,1.608108108,0.8,2.366666667,1.566964286,3.461538462,0.7,1.167272727,1.986754967,1.779661017,1.048387097,2.62295082,1.604790419,2.423913043
"Tpx2",0,0.012024048,0.083333333,0,0.001485149,0.00286533,0,0.009259259,0,0,0,0.00621118,0.166666667,0.010752688,0,0,0,0,0,0.004464286,0.307692308,0,0.007272727,0.006622517,0,0,0,0,0.002173913
"Tra2a",0.0625,0.114228457,0.083333333,0.18404908,0.126237624,0.088825215,0,0.148148148,0.066666667,0.043478261,0.095238095,0.074534161,0.033333333,0.112903226,0.048076923,0.055944056,0.040540541,0.086792453,0.033333333,0.066964286,0.230769231,0.214285714,0.025454545,0.026490066,0.06440678,0.080645161,0.109289617,0.101796407,0.063043478
"Tra2b",0.25,0.204408818,0.416666667,0.122699387,0.141584158,0.202005731,0.142857143,0.194444444,0.163636364,0.155279503,0.19047619,0.242236025,0.4,0.172043011,0.125,0.146853147,0.256756757,0.083018868,0.133333333,0.178571429,0.692307692,0.085714286,0.196363636,0.145695364,0.125423729,0.14516129,0.169398907,0.191616766,0.17173913
"Trabd",0.0625,0.034068136,0,0.049079755,0.061881188,0.021489971,0,0.055555556,0.036363636,0.01242236,0,0.037267081,0,0.043010753,0.028846154,0.020979021,0.027027027,0.01509434,0.166666667,0.008928571,0.076923077,0.042857143,0.029090909,0.046357616,0.033898305,0,0.027322404,0.023952096,0.023913043
"Trabd2b",0,0,0,0,0.00049505,0.001432665,0,0,0,0,0,0,0,0.005376344,0.009615385,0,0,0,0,0,0,0,0.003636364,0,0,0.016129032,0.158469945,0.245508982,0
"Trac",0,0.01002004,0.027777778,0.012269939,0.015841584,0.010028653,0.071428571,0.018518519,0.018181818,0,0.047619048,0.01242236,0.033333333,0.02688172,0.009615385,0.027972028,0,0.030188679,0,0.008928571,0,0.014285714,0.058181818,0.470198675,0.020338983,0.048387097,0.005464481,0.035928144,0.360869565
"Tradd",0.0625,0.046092184,0.138888889,0.042944785,0.021287129,0.018624642,0,0.037037037,0.006060606,0.02484472,0,0,0.033333333,0.037634409,0,0.020979021,0.027027027,0.003773585,0,0.026785714,0.076923077,0.028571429,0.043636364,0.046357616,0.010169492,0,0.049180328,0.071856287,0.017391304
"Traf1",0.09375,0.01002004,0,0.17791411,0.074752475,0.032951289,0,0.037037037,0.072727273,0.086956522,1.238095238,0.204968944,0.2,0.129032258,0.028846154,0.013986014,0,0.060377358,0.066666667,0.053571429,0,0.042857143,0.04,0.119205298,0.037288136,0.032258065,0.021857923,0.023952096,0.054347826
"Traf2",0.03125,0.018036072,0.027777778,0.067484663,0.027227723,0.03008596,0.071428571,0.074074074,0.036363636,0.055900621,0.142857143,0.01242236,0.1,0.032258065,0.048076923,0.020979021,0.067567568,0.01509434,0,0.03125,0,0,0.007272727,0.033112583,0.033898305,0.048387097,0.021857923,0.041916168,0.02173913
"Traf3",0,0.012024048,0,0.012269939,0.010891089,0.015759312,0,0,0.018181818,0.00621118,0,0.01863354,0,0.005376344,0,0,0,0.003773585,0,0.008928571,0,0,0.007272727,0.013245033,0.010169492,0.016129032,0.032786885,0.011976048,0.010869565
"Traf3ip1",0,0.002004008,0,0.018404908,0.004950495,0.001432665,0,0.305555556,0.018181818,0.01242236,0,0,0,0.005376344,0,0,0,0,0,0.004464286,0,0,0.010909091,0.006622517,0,0,0.005464481,0.005988024,0.002173913
"Traf3ip2",0,0.002004008,0,0.024539877,0.014851485,0.022922636,0,0.027777778,0,0,0.047619048,0,0,0.005376344,0,0.006993007,0.013513514,0.00754717,0,0,0,0,0.014545455,0.01986755,0,0.016129032,0.027322404,0.023952096,0.017391304
"Traf3ip3",0,0.018036072,0,0,0.006435644,0.06017192,0,0,0.006060606,0.049689441,0,0.01863354,0.033333333,0.037634409,0,0.006993007,0,0.018867925,0,0.013392857,0.153846154,0.014285714,0.076363636,0.039735099,0.013559322,0,0.016393443,0.005988024,0.065217391
"Traf4",0,0.006012024,0,0.012269939,0.023762376,0.014326648,0,0.018518519,0.012121212,0,0,0,0.033333333,0.010752688,0,0,0,0,0.033333333,0,0,0,0.014545455,0.026490066,0.003389831,0,0.005464481,0.017964072,0.017391304
"Traf5",0,0.014028056,0,0,0.001485149,0.038681948,0.071428571,0,0.012121212,0.00621118,0.047619048,0.031055901,0,0.02688172,0.009615385,0.027972028,0.040540541,0,0,0.013392857,0.076923077,0.014285714,0.021818182,0.013245033,0.013559322,0.032258065,0.021857923,0.035928144,0.02173913
"Traf6",0,0.012024048,0,0.006134969,0.014851485,0.014326648,0.071428571,0.009259259,0.006060606,0.01863354,0.047619048,0.02484472,0.033333333,0.02688172,0,0,0,0.003773585,0.033333333,0.013392857,0,0.014285714,0.007272727,0.013245033,0.013559322,0,0.005464481,0.005988024,0.013043478
"Traf7",0.09375,0.042084168,0.055555556,0.061349693,0.033663366,0.044412607,0,0.055555556,0.018181818,0.062111801,0.095238095,0.055900621,0.1,0.048387097,0.105769231,0.041958042,0.135135135,0.018867925,0.033333333,0.049107143,0,0.028571429,0.014545455,0.033112583,0.023728814,0.048387097,0.021857923,0.053892216,0.045652174
"Trafd1",0.03125,0.046092184,0.055555556,0.012269939,0.022772277,0.014326648,0,0.055555556,0.018181818,0.062111801,0.142857143,0.043478261,0.066666667,0.037634409,0.057692308,0.027972028,0.094594595,0.018867925,0,0.035714286,0,0,0.025454545,0.01986755,0.088135593,0.064516129,0.06010929,0.041916168,0.017391304
"Traip",0,0.004008016,0.027777778,0,0.00049505,0.005730659,0,0,0,0,0,0.00621118,0.066666667,0,0,0,0,0,0,0,0.076923077,0,0,0,0.003389831,0,0,0.005988024,0
"Trak1",0.09375,0.02004008,0.055555556,0.018404908,0.035643564,0.012893983,0,0.12037037,0.109090909,0,0,0.01242236,0,0.010752688,0,0.034965035,0.027027027,0,0,0.022321429,0.076923077,0,0.021818182,0.006622517,0.010169492,0.016129032,0.032786885,0.011976048,0.013043478
"Trak2",0.03125,0.008016032,0,0.006134969,0.015841584,0.010028653,0,0,0.012121212,0.00621118,0,0,0,0.010752688,0.028846154,0.020979021,0.040540541,0,0.033333333,0.013392857,0,0.085714286,0.014545455,0.006622517,0.003389831,0.032258065,0.005464481,0.02994012,0.008695652
"Tram1",0.1875,0.096192385,0.055555556,0.104294479,0.114356436,0.041547278,0,0.175925926,0.103030303,0.043478261,0.095238095,0.068322981,0,0.080645161,0.057692308,0.062937063,0.013513514,0.026415094,0.3,0.053571429,0.076923077,0.071428571,0.08,0.039735099,0.081355932,0.016129032,0.109289617,0.065868263,0.045652174
"Tram1l1",0,0,0,0,0,0.001432665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005988024,0
"Tram2",0,0.004008016,0,0.012269939,0.001980198,0.00286533,0,0,0,0,0,0,0,0,0.009615385,0.020979021,0,0,0.033333333,0.004464286,0,0,0,0,0.003389831,0,0.038251366,0.005988024,0.004347826
"Trap1",0.0625,0.048096192,0.027777778,0.030674847,0.067326733,0.022922636,0.071428571,0.138888889,0.036363636,0.01863354,0.047619048,0.031055901,0.066666667,0.02688172,0.019230769,0.055944056,0.040540541,0.01509434,0.033333333,0.026785714,0.230769231,0.014285714,0.018181818,0.013245033,0.044067797,0,0.06557377,0.065868263,0.015217391
"Trappc1",0.1875,0.076152305,0.166666667,0.09202454,0.085148515,0.041547278,0,0.092592593,0.078787879,0.068322981,0.047619048,0.086956522,0.133333333,0.075268817,0.086538462,0.041958042,0.027027027,0.033962264,0.033333333,0.071428571,0.153846154,0.028571429,0.083636364,0.046357616,0.081355932,0.048387097,0.136612022,0.053892216,0.026086957
"Trappc10",0,0.016032064,0.027777778,0.024539877,0.02029703,0.008595989,0.071428571,0.055555556,0.018181818,0.00621118,0.047619048,0.01863354,0,0.005376344,0.028846154,0,0,0.00754717,0,0,0,0.014285714,0.007272727,0.006622517,0.013559322,0,0.027322404,0.023952096,0.013043478
"Trappc11",0.03125,0.022044088,0.027777778,0.036809816,0.025247525,0.010028653,0,0.064814815,0.012121212,0.01242236,0,0.01242236,0.033333333,0.016129032,0.038461538,0.055944056,0.027027027,0.003773585,0,0.008928571,0,0.014285714,0.018181818,0.013245033,0.006779661,0.016129032,0.027322404,0.035928144,0.008695652
"Trappc12",0,0.014028056,0.027777778,0.030674847,0.014356436,0.010028653,0,0.018518519,0.012121212,0.01242236,0,0.00621118,0,0.02688172,0.009615385,0.013986014,0.040540541,0.003773585,0.033333333,0.008928571,0.153846154,0,0.007272727,0.01986755,0.010169492,0,0.016393443,0.02994012,0.030434783
"Trappc13",0.03125,0.024048096,0.138888889,0.024539877,0.036138614,0.008595989,0,0.046296296,0.054545455,0.02484472,0,0.00621118,0,0.016129032,0.038461538,0.048951049,0.054054054,0.003773585,0,0.03125,0.230769231,0.014285714,0.003636364,0.046357616,0.030508475,0.016129032,0.027322404,0.053892216,0.015217391
