"","Alveolar.bipotent.progenitor","Alveolar.macrophage.Ear2.high","Alveolar.macrophage.Pclaf.high","AT1.cell","AT2.cell","B.cell","Basophil","Ciliated.cell","Clara.cell","Dendritic.cell.Gngt2.high","Dendritic.cell.H2.M2.high","Dendritic.cell.Mgl2.high","Dendritic.cell.Tubb5.high","Dendritic.cell.Naaa.high","Endothelial.cell.Kdr.high","Endothelial.cell.Tmem100.high","Endothelial.cell.Vwf.high","Eosinophil","IgA.producing.B.cell","Interstitial.macrophage","Monocyte.progenitor","Neutrophil","NK.cell","Nuocyte","Plasmacytoid.dendritic.cell","Stromal.cell.Acta2.high","Stromal.cell.Dcn.high","Stromal.cell.Inmt.high","T.cell.Cd8b1.high"
"0610009B22Rik",0.03125,0.034068136,0.111111111,0.036809816,0.043564356,0.008595989,0,0.101851852,0.048484848,0.00621118,0.047619048,0.00621118,0.033333333,0.021505376,0,0.034965035,0.027027027,0,0.033333333,0.03125,0,0.014285714,0.003636364,0.033112583,0.016949153,0.016129032,0.032786885,0.041916168,0.002173913
"0610010F05Rik",0,0.006012024,0.027777778,0.012269939,0.008415842,0.001432665,0,0.074074074,0.006060606,0.01863354,0,0,0,0.005376344,0.019230769,0.020979021,0.013513514,0.011320755,0.033333333,0.008928571,0.076923077,0,0.003636364,0.013245033,0.006779661,0.048387097,0.038251366,0.023952096,0.004347826
"0610010K14Rik",0,0,0,0,0.001980198,0.001432665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003389831,0,0.010928962,0.011976048,0
"0610012G03Rik",0.25,0.098196393,0.083333333,0.116564417,0.096534653,0.042979943,0,0.212962963,0.109090909,0.049689441,0.047619048,0.055900621,0.066666667,0.059139785,0.057692308,0.097902098,0.094594595,0.030188679,0.2,0.116071429,0,0.014285714,0.054545455,0.039735099,0.081355932,0.112903226,0.076502732,0.101796407,0.045652174
"0610030E20Rik",0.125,0.028056112,0.055555556,0.030674847,0.038118812,0.021489971,0,0.037037037,0.024242424,0.01863354,0.047619048,0.01863354,0.133333333,0.059139785,0.028846154,0.020979021,0.013513514,0.00754717,0.066666667,0.022321429,0,0.028571429,0.025454545,0,0.027118644,0.032258065,0.027322404,0.035928144,0.02173913
"0610040J01Rik",0.0625,0.002004008,0,0.018404908,0.041584158,0.001432665,0,0.046296296,0.096969697,0,0,0.02484472,0,0,0.019230769,0,0,0.011320755,0,0.004464286,0,0,0.010909091,0,0.020338983,0,0.005464481,0,0
"1110004F10Rik",0.34375,0.088176353,0.166666667,0.116564417,0.093564356,0.068767908,0,0.175925926,0.103030303,0.068322981,0.095238095,0.086956522,0.166666667,0.134408602,0.028846154,0.076923077,0.121621622,0.026415094,0.1,0.089285714,0.153846154,0.014285714,0.054545455,0.086092715,0.033898305,0.112903226,0.147540984,0.095808383,0.054347826
"1110008P14Rik",0.1875,0.070140281,0.111111111,0.085889571,0.158910891,0.06017192,0,0.092592593,0.139393939,0.02484472,0.047619048,0.049689441,0.066666667,0.080645161,0.048076923,0.048951049,0.027027027,0.037735849,0.233333333,0.022321429,0,0.071428571,0.061818182,0.066225166,0.037288136,0.048387097,0.043715847,0.065868263,0.02826087
"1110012L19Rik",0.0625,0.022044088,0,0.036809816,0.024257426,0.012893983,0,0.027777778,0.03030303,0.01863354,0,0.00621118,0.033333333,0.016129032,0.009615385,0.034965035,0.027027027,0,0.066666667,0.022321429,0,0.014285714,0.007272727,0.01986755,0.030508475,0.048387097,0.021857923,0.023952096,0.004347826
"1110017D15Rik",0.03125,0.012024048,0.027777778,0,0.005445545,0.011461318,0,1.546296296,0.006060606,0,0,0.00621118,0,0.010752688,0.009615385,0.006993007,0,0.018867925,0,0,0,0.014285714,0,0.013245033,0.006779661,0,0,0,0.004347826
"1110032A03Rik",0,0.03006012,0.055555556,0.079754601,0.084653465,0.032951289,0.071428571,0.5,0.103030303,0.01242236,0.047619048,0.02484472,0,0.016129032,0.038461538,0.062937063,0.027027027,0.026415094,0.066666667,0.035714286,0,0.042857143,0.014545455,0.033112583,0.020338983,0.080645161,0.032786885,0.047904192,0.019565217
"1110038F14Rik",0.09375,0.022044088,0.027777778,0.055214724,0.04950495,0.038681948,0,0.092592593,0.060606061,0.037267081,0,0.037267081,0.033333333,0.069892473,0.009615385,0.118881119,0.162162162,0.018867925,0.133333333,0.03125,0.384615385,0,0.04,0.052980132,0.020338983,0.032258065,0.027322404,0.041916168,0.041304348
"1110051M20Rik",0.03125,0.02004008,0,0.049079755,0.009405941,0.00286533,0,0.101851852,0.060606061,0,0.047619048,0.01242236,0,0.032258065,0.028846154,0,0.013513514,0.003773585,0,0.013392857,0,0.014285714,0.007272727,0.006622517,0.010169492,0,0.010928962,0.035928144,0.006521739
"1110059E24Rik",0.0625,0.026052104,0.027777778,0.030674847,0.037128713,0.065902579,0,0.12037037,0.036363636,0.01242236,0.047619048,0.037267081,0.066666667,0.02688172,0.076923077,0.020979021,0.054054054,0.00754717,0,0.035714286,0,0.028571429,0.010909091,0.026490066,0.037288136,0.048387097,0.038251366,0.035928144,0.015217391
"1110059G10Rik",0.09375,0.036072144,0.111111111,0.042944785,0.038613861,0.020057307,0,0.046296296,0.006060606,0.01242236,0,0.01242236,0.033333333,0.02688172,0.038461538,0.027972028,0.081081081,0.00754717,0.033333333,0.026785714,0,0,0.018181818,0.013245033,0.044067797,0.032258065,0.054644809,0.017964072,0.019565217
"1110065P20Rik",0.0625,0.03006012,0,0.049079755,0.048514851,0.008595989,0,0.018518519,0.042424242,0.01863354,0.047619048,0.01242236,0.033333333,0.005376344,0.019230769,0.006993007,0.013513514,0.003773585,0,0.004464286,0,0.057142857,0.007272727,0.026490066,0.013559322,0.080645161,0.049180328,0.047904192,0.008695652
"1300017J02Rik",0,0,0,0,0,0,0,0.009259259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006622517,0,0,0,0,0
"1500009L16Rik",0,0,0,0,0.00049505,0,0,0.046296296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016129032,0.005464481,0.011976048,0
"1500011B03Rik",0,0.006012024,0.055555556,0.012269939,0.008415842,0.007163324,0,0.027777778,0.036363636,0.01863354,0,0,0,0.010752688,0.019230769,0.013986014,0.027027027,0.003773585,0.033333333,0.004464286,0,0,0.018181818,0.013245033,0.013559322,0.016129032,0.005464481,0.005988024,0.013043478
"1600012H06Rik",0.0625,0.028056112,0,0.067484663,0.038613861,0.008595989,0,0.12037037,0.024242424,0.01863354,0,0.02484472,0,0.010752688,0.019230769,0.020979021,0,0.003773585,0.033333333,0.013392857,0,0.014285714,0.025454545,0.006622517,0.023728814,0.032258065,0.049180328,0.02994012,0.008695652
"1600014C10Rik",0,0.068136273,0.083333333,0.012269939,0.012376238,0.012893983,0,0.009259259,0.006060606,0,0,0.031055901,0.033333333,0.032258065,0,0.013986014,0,0.018867925,0.033333333,0.008928571,0,0.014285714,0.010909091,0.01986755,0.057627119,0,0.010928962,0.011976048,0.017391304
"1600014C23Rik",0,0,0,0,0,0,0,0.009259259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006779661,0,0,0,0
"1700001L19Rik",0,0,0,0.006134969,0.001980198,0.00286533,0,0.240740741,0.006060606,0,0,0,0,0.005376344,0.009615385,0,0,0,0,0,0,0,0.003636364,0,0.006779661,0,0,0.005988024,0.002173913
"1700003E16Rik",0,0,0,0,0.00049505,0,0,0.194444444,0,0,0,0,0,0.005376344,0,0.006993007,0,0,0,0,0,0,0,0.006622517,0,0,0,0,0
"1700003F12Rik",0,0.018036072,0,0,0.00049505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004464286,0,0,0.003636364,0,0,0,0,0,0
"1700007K13Rik",0,0.008016032,0,0.018404908,0.002970297,0.004297994,0,1.157407407,0,0.01242236,0,0,0,0,0,0,0,0.011320755,0,0.004464286,0,0,0,0.01986755,0.006779661,0,0,0.005988024,0.004347826
"1700008O03Rik",0,0,0,0,0.002970297,0,0,0,0,0,0,0,0,0,0,0,0,0.003773585,0,0,0,0.014285714,0,0,0.003389831,0,0,0,0.002173913
"1700010I14Rik",0.03125,0,0,0.012269939,0.001980198,0.004297994,0,0.037037037,0,0,0,0,0,0,0,0,0,0.003773585,0.033333333,0.004464286,0,0,0,0,0.003389831,0,0,0,0
"1700012B09Rik",0,0,0,0,0.00049505,0.001432665,0,0.25,0,0,0,0,0,0,0.009615385,0,0,0,0,0.004464286,0,0,0.003636364,0,0,0,0,0,0
"1700013F07Rik",0,0,0,0,0,0,0,0.148148148,0,0,0,0,0,0.005376344,0,0,0,0.003773585,0,0,0,0,0,0,0,0,0,0,0.002173913
"1700013H16Rik",0,0,0,0,0,0.001432665,0,0,0,0,0,0,0,0.010752688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700016H13Rik",0,0,0,0,0.004455446,0,0,0,0,0,0,0.00621118,0,0,0,0,0,0.003773585,0,0,0,0,0,0,0,0,0.005464481,0,0
"1700016K19Rik",0,0.002004008,0,0,0.002475248,0.00286533,0,0.898148148,0.018181818,0.00621118,0,0,0,0.005376344,0,0,0,0.003773585,0,0.004464286,0,0,0,0,0,0,0,0,0
"1700017B05Rik",0,0.042084168,0.083333333,0.006134969,0.006435644,0.018624642,0,0.037037037,0.006060606,0.01242236,0,0.01242236,0,0.005376344,0,0.013986014,0,0.022641509,0.033333333,0.017857143,0,0.014285714,0.025454545,0.013245033,0.003389831,0,0.021857923,0.017964072,0.006521739
"1700019D03Rik",0,0.002004008,0,0,0.002970297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06557377,0.011976048,0
"1700020L24Rik",0,0,0.027777778,0,0,0,0,0,0.006060606,0.00621118,0,0,0,0,0,0,0,0,0,0,0,0.028571429,0.003636364,0,0,0,0,0,0.004347826
"1700024G13Rik",0,0,0,0,0,0.001432665,0,0.324074074,0.006060606,0,0,0,0,0,0,0,0,0.003773585,0,0,0,0,0,0,0,0,0,0,0
"1700025G04Rik",0,0,0,0.006134969,0.014356436,0.005730659,0,0.018518519,0,0.00621118,0,0.062111801,0.133333333,0.091397849,0,0.006993007,0,0,0,0.017857143,0,0,0.018181818,0.026490066,0.013559322,0.016129032,0.049180328,0.077844311,0.015217391
"1700028J19Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003636364,0,0,0,0,0,0
"1700028P14Rik",0,0,0,0,0,0.001432665,0,0.175925926,0.006060606,0,0,0,0,0,0,0,0,0.003773585,0,0,0,0,0,0,0,0,0,0,0
"1700029I15Rik",0,0.002004008,0,0,0.002475248,0,0,0,0.006060606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005988024,0
"1700029J07Rik",0.03125,0,0,0,0.002970297,0.00286533,0,0.157407407,0,0,0,0.00621118,0,0,0,0,0,0,0,0,0,0,0.003636364,0,0,0,0,0,0.002173913
"1700030J22Rik",0,0,0,0.006134969,0,0.001432665,0,0.046296296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700030K09Rik",0,0.014028056,0,0.018404908,0.006930693,0.011461318,0,0.064814815,0,0.00621118,0,0,0.033333333,0.005376344,0,0.048951049,0,0.00754717,0,0.008928571,0,0,0.003636364,0.006622517,0.013559322,0,0.016393443,0.017964072,0.008695652
"1700037C18Rik",0.03125,0.004008016,0,0.012269939,0.006930693,0.004297994,0,0.027777778,0.006060606,0,0,0.00621118,0.033333333,0,0.009615385,0.006993007,0,0.003773585,0,0.008928571,0,0,0.007272727,0,0.006779661,0,0.010928962,0.005988024,0
"1700037H04Rik",0.03125,0.062124248,0.055555556,0.036809816,0.013861386,0.017191977,0,0.046296296,0.018181818,0.00621118,0,0.031055901,0,0.010752688,0.028846154,0.020979021,0,0,0,0.035714286,0,0.071428571,0.025454545,0.01986755,0.030508475,0.032258065,0.043715847,0.02994012,0.015217391
"1700056E22Rik",0.03125,0.002004008,0.027777778,0,0.003960396,0.004297994,0,0.018518519,0,0,0,0.00621118,0,0.010752688,0,0.013986014,0,0.00754717,0,0.008928571,0,0,0.007272727,0.013245033,0,0.016129032,0,0.005988024,0.008695652
"1700066B19Rik",0,0.002004008,0,0,0.001485149,0.001432665,0,0.009259259,0,0,0,0.00621118,0,0,0,0,0,0,0.066666667,0.008928571,0,0,0.003636364,0,0.003389831,0,0.005464481,0,0.002173913
"1700066M21Rik",0,0,0,0,0.004950495,0.00286533,0,0.009259259,0.006060606,0,0,0,0,0.005376344,0.009615385,0,0,0,0,0,0,0,0.007272727,0,0,0.016129032,0,0.005988024,0
"1700088E04Rik",0.03125,0,0,0,0.011386139,0,0,0.75,0,0.00621118,0,0.00621118,0,0,0.019230769,0.020979021,0,0.00754717,0,0.013392857,0,0,0,0.006622517,0.010169492,0,0.005464481,0,0.004347826
"1700109H08Rik",0,0,0,0,0.00049505,0,0,0,0,0,0,0,0,0,0,0.006993007,0,0,0,0,0,0,0.007272727,0,0,0,0,0.005988024,0
"1700123O20Rik",0.15625,0.048096192,0,0.061349693,0.043069307,0.031518625,0.071428571,0.111111111,0.048484848,0.01242236,0,0.055900621,0,0.048387097,0.028846154,0.034965035,0.040540541,0.011320755,0.033333333,0.017857143,0,0.1,0.054545455,0.039735099,0.054237288,0.032258065,0.081967213,0.023952096,0.013043478
"1810009A15Rik",0,0,0,0,0.001485149,0,0,0,0,0,0,0,0,0,0,0,0.013513514,0.003773585,0,0,0,0,0,0,0,0,0.005464481,0,0
"1810010H24Rik",0,0.002004008,0,0,0.047524752,0.004297994,0,0.037037037,0.103030303,0,0,0,0.033333333,0.005376344,0,0.013986014,0,0.00754717,0,0,0,0,0.003636364,0,0,0,0.032786885,0.083832335,0
"1810013L24Rik",0,0.022044088,0,0.024539877,0.026732673,0.014326648,0,0.046296296,0.012121212,0.01242236,0,0.00621118,0,0.010752688,0.057692308,0.013986014,0,0.011320755,0,0.013392857,0,0,0.014545455,0.006622517,0.013559322,0.016129032,0.032786885,0.011976048,0.008695652
"1810024B03Rik",0,0.014028056,0,0.030674847,0.019306931,0.008595989,0,0.027777778,0.018181818,0,0,0.00621118,0.033333333,0.010752688,0,0.013986014,0.027027027,0.00754717,0.033333333,0.008928571,0,0,0.007272727,0.013245033,0.003389831,0,0.005464481,0.011976048,0.006521739
"1810030O07Rik",0,0.042084168,0,0.049079755,0.023762376,0.014326648,0,0.064814815,0.042424242,0.02484472,0,0.055900621,0.033333333,0.02688172,0.019230769,0.020979021,0.040540541,0.00754717,0,0.008928571,0,0,0.025454545,0.046357616,0.016949153,0.032258065,0.043715847,0.047904192,0.013043478
"1810037I17Rik",0.375,0.340681363,0.666666667,0.558282209,0.270792079,0.06017192,0.071428571,1.472222222,0.339393939,0.161490683,0.142857143,0.186335404,0.266666667,0.392473118,0.163461538,0.20979021,0.27027027,0.075471698,0.166666667,0.15625,0.230769231,0.328571429,0.174545455,0.132450331,0.142372881,0.193548387,0.180327869,0.191616766,0.102173913
"1810046K07Rik",0,0,0,0,0,0.007163324,0,0,0,0,0,0,0,0.005376344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810055G02Rik",0.03125,0.004008016,0.027777778,0.036809816,0.010891089,0.001432665,0,0.009259259,0,0,0,0.00621118,0,0,0,0.013986014,0.013513514,0,0,0.004464286,0,0.014285714,0,0,0.003389831,0.016129032,0.032786885,0.035928144,0.002173913
"1810062G17Rik",0,0.002004008,0,0.006134969,0.006435644,0.001432665,0,0,0.012121212,0,0,0,0,0,0,0,0.013513514,0.003773585,0,0,0,0,0.007272727,0,0,0.016129032,0.016393443,0,0
"2010109A12Rik",0,0.002004008,0,0,0.00049505,0,0,0,0,0,0,0.00621118,0,0,0,0,0,0,0.033333333,0,0,0.014285714,0.003636364,0,0.003389831,0,0,0,0
"2010300C02Rik",0,0,0,0.006134969,0.016831683,0.001432665,0,0.074074074,0.042424242,0,0,0,0,0,0,0,0,0.003773585,0.033333333,0,0,0,0.007272727,0,0,0,0.005464481,0.005988024,0
"2200002D01Rik",0.125,0.002004008,0,0.208588957,0.044554455,0.015759312,0,0.055555556,0.121212121,0.01242236,0.238095238,0.02484472,0.033333333,0.010752688,0.038461538,0.013986014,0.148648649,0.011320755,0,0.013392857,0,0,0.003636364,0,0.010169492,0.048387097,0.027322404,0.011976048,0.008695652
"2210016F16Rik",0.09375,0.062124248,0.166666667,0.079754601,0.076237624,0.024355301,0.071428571,0.083333333,0.048484848,0.062111801,0,0.055900621,0.066666667,0.043010753,0.009615385,0.041958042,0.054054054,0.018867925,0,0.0625,0.076923077,0,0.054545455,0.033112583,0.030508475,0.048387097,0.043715847,0.035928144,0.023913043
"2210016L21Rik",0.0625,0.028056112,0.055555556,0.024539877,0.025247525,0.022922636,0.071428571,0.055555556,0.048484848,0.00621118,0.047619048,0.02484472,0.033333333,0.037634409,0.057692308,0.041958042,0.054054054,0.018867925,0.066666667,0.017857143,0.153846154,0,0.032727273,0.046357616,0.016949153,0.064516129,0.076502732,0.077844311,0.010869565
"2210408I21Rik",0,0,0.027777778,0,0.003465347,0.001432665,0,0.055555556,0.018181818,0,0,0,0,0,0,0,0.013513514,0.003773585,0,0,0,0,0.003636364,0,0,0,0,0,0
"2300009A05Rik",0.125,0.028056112,0,0.018404908,0.034158416,0.011461318,0,0.055555556,0.03030303,0.01242236,0,0.00621118,0,0.021505376,0.038461538,0.006993007,0.013513514,0.003773585,0,0.026785714,0.076923077,0.057142857,0.029090909,0.01986755,0.037288136,0.016129032,0.021857923,0.023952096,0.032608696
"2310009B15Rik",0.03125,0.004008016,0,0.024539877,0.028712871,0.004297994,0,0.037037037,0.048484848,0.02484472,0.047619048,0.02484472,0.033333333,0.016129032,0,0.020979021,0.040540541,0.022641509,0.033333333,0.035714286,0,0,0.007272727,0.006622517,0.047457627,0.016129032,0.032786885,0.02994012,0.006521739
"2310011J03Rik",0,0.0501002,0,0.128834356,0.057920792,0.03008596,0.071428571,0.083333333,0.042424242,0.049689441,0,0.01863354,0.1,0.059139785,0.057692308,0.027972028,0.027027027,0.018867925,0.033333333,0.035714286,0.076923077,0.014285714,0.025454545,0.01986755,0.037288136,0.032258065,0.032786885,0.065868263,0.019565217
"2310022A10Rik",0,0.042084168,0.027777778,0.012269939,0.008415842,0.010028653,0.071428571,0,0.012121212,0.01242236,0.047619048,0,0,0.010752688,0.028846154,0.006993007,0,0.00754717,0,0.008928571,0.153846154,0,0.025454545,0.01986755,0.081355932,0.032258065,0.021857923,0.011976048,0.004347826
"2310022B05Rik",0.15625,0.01002004,0.027777778,0.098159509,0.03960396,0.004297994,0,0.018518519,0.006060606,0.00621118,0,0.031055901,0,0.010752688,0.019230769,0.013986014,0.013513514,0,0,0.008928571,0,0,0.010909091,0,0.010169492,0.048387097,0.158469945,0.143712575,0.008695652
"2310030G06Rik",0.0625,0.006012024,0.027777778,0.079754601,0.057920792,0.001432665,0,0.12037037,0.060606061,0,0,0,0,0.005376344,0.009615385,0.020979021,0,0.003773585,0,0.022321429,0,0,0.003636364,0.006622517,0.006779661,0,0.010928962,0.017964072,0.002173913
"2310033P09Rik",0.0625,0.032064128,0.083333333,0.055214724,0.046534653,0.038681948,0,0.009259259,0.042424242,0.049689441,0.047619048,0.01863354,0.066666667,0.021505376,0.048076923,0.06993007,0.094594595,0.01509434,0,0.026785714,0.076923077,0,0.058181818,0.039735099,0.020338983,0.016129032,0.043715847,0.017964072,0.041304348
"2310034G01Rik",0,0,0,0,0.004950495,0.001432665,0,0.111111111,0,0.00621118,0,0,0,0.010752688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310039H08Rik",0.0625,0.038076152,0.027777778,0.030674847,0.061881188,0.024355301,0,0.111111111,0.054545455,0.02484472,0,0.037267081,0.033333333,0.010752688,0.019230769,0.027972028,0.067567568,0.030188679,0.1,0.026785714,0.076923077,0.014285714,0.021818182,0.026490066,0.027118644,0.016129032,0.032786885,0.035928144,0.019565217
"2310057M21Rik",0,0.008016032,0,0.012269939,0.007425743,0.005730659,0,0.027777778,0.024242424,0,0,0,0,0,0,0.013986014,0.040540541,0.00754717,0,0.004464286,0,0,0.003636364,0,0.006779661,0.016129032,0.027322404,0,0.008695652
"2310061I04Rik",0.125,0.026052104,0.055555556,0.024539877,0.041089109,0.012893983,0,0.064814815,0.036363636,0.02484472,0,0.01242236,0.066666667,0.021505376,0.019230769,0.020979021,0.040540541,0.00754717,0.033333333,0.004464286,0.153846154,0.014285714,0.018181818,0.026490066,0.006779661,0.032258065,0.021857923,0.02994012,0.019565217
"2410002F23Rik",0.03125,0.014028056,0,0,0.013366337,0.010028653,0,0.009259259,0.012121212,0.01242236,0,0.00621118,0,0.010752688,0.019230769,0.013986014,0.027027027,0.00754717,0,0.013392857,0.230769231,0.014285714,0.025454545,0.01986755,0.013559322,0.032258065,0.021857923,0.02994012,0.006521739
"2410004B18Rik",0,0.04008016,0.083333333,0.049079755,0.032178218,0.020057307,0.071428571,0.074074074,0.018181818,0.062111801,0,0.01242236,0.066666667,0.010752688,0.057692308,0.048951049,0.054054054,0.003773585,0,0.022321429,0,0.014285714,0.018181818,0.013245033,0.016949153,0.048387097,0.027322404,0.065868263,0.017391304
"2410004P03Rik",0,0.004008016,0,0,0.00049505,0.00286533,0,0.574074074,0,0.00621118,0,0,0,0,0.009615385,0.006993007,0,0.00754717,0.033333333,0,0,0,0,0,0.003389831,0,0,0.005988024,0.002173913
"2410131K14Rik",0,0.01002004,0,0.006134969,0.014356436,0.010028653,0,0,0.012121212,0.00621118,0,0.00621118,0,0.005376344,0,0,0,0.003773585,0,0.008928571,0,0.014285714,0.003636364,0.006622517,0.003389831,0,0.016393443,0.005988024,0.008695652
"2510002D24Rik",0.125,0.036072144,0.055555556,0.055214724,0.076237624,0.045845272,0,0.157407407,0.121212121,0.037267081,0.142857143,0.068322981,0.1,0.032258065,0.019230769,0.041958042,0.067567568,0.022641509,0.033333333,0.040178571,0.153846154,0.014285714,0.072727273,0.086092715,0.020338983,0.016129032,0.027322404,0.02994012,0.045652174
"2510009E07Rik",0.0625,0.006012024,0,0.006134969,0.020792079,0.001432665,0,0.009259259,0.036363636,0,0.047619048,0.02484472,0.033333333,0.037634409,0.028846154,0.013986014,0.027027027,0.003773585,0,0.017857143,0,0,0.010909091,0.006622517,0.003389831,0.048387097,0.038251366,0.041916168,0.002173913
"2510039O18Rik",0.0625,0.03006012,0.027777778,0.049079755,0.024752475,0.014326648,0,0.055555556,0.048484848,0.01863354,0.047619048,0.00621118,0.033333333,0.005376344,0.048076923,0.041958042,0,0.003773585,0.033333333,0.026785714,0.076923077,0,0.04,0.033112583,0.013559322,0.032258065,0.038251366,0.005988024,0.015217391
"2610001J05Rik",0.09375,0.076152305,0.138888889,0.208588957,0.09950495,0.042979943,0,0.138888889,0.145454545,0.031055901,0.047619048,0.105590062,0.133333333,0.064516129,0.076923077,0.062937063,0.054054054,0.011320755,0.033333333,0.084821429,0.153846154,0,0.036363636,0.033112583,0.040677966,0.096774194,0.196721311,0.155688623,0.032608696
"2610002M06Rik",0.03125,0.028056112,0.027777778,0.012269939,0.025247525,0.015759312,0,0.027777778,0.024242424,0.01863354,0,0.01242236,0.033333333,0.005376344,0.009615385,0.006993007,0.013513514,0.003773585,0.033333333,0.004464286,0,0,0.018181818,0.013245033,0.013559322,0.016129032,0.038251366,0.023952096,0.010869565
"2610008E11Rik",0,0.002004008,0,0.018404908,0.005940594,0.001432665,0,0,0,0.01242236,0,0.00621118,0,0,0,0.006993007,0.013513514,0.00754717,0,0.004464286,0,0,0,0,0.006779661,0,0,0.011976048,0.006521739
"2610028H24Rik",0.1875,0.01002004,0.027777778,0.036809816,0.098514851,0.010028653,0,0.555555556,0.024242424,0.01242236,0,0.01242236,0,0.010752688,0,0.020979021,0,0.018867925,0.033333333,0,0,0.028571429,0.018181818,0.013245033,0.020338983,0.016129032,0,0.011976048,0.006521739
"2610301B20Rik",0.0625,0.008016032,0.027777778,0.018404908,0.025742574,0.011461318,0,0.092592593,0.018181818,0,0,0.00621118,0.033333333,0.021505376,0.019230769,0,0,0.003773585,0,0,0,0,0.003636364,0,0.010169492,0.016129032,0.032786885,0.023952096,0.010869565
"2610318N02Rik",0,0.002004008,0,0,0.00049505,0.001432665,0,0,0,0,0,0,0.033333333,0,0.009615385,0,0,0,0,0.004464286,0,0,0,0,0,0,0.005464481,0,0
"2610507B11Rik",0,0.018036072,0.055555556,0.024539877,0.028217822,0.011461318,0,0.092592593,0.024242424,0.00621118,0,0.00621118,0.033333333,0.010752688,0.019230769,0.013986014,0.027027027,0,0,0.026785714,0,0.014285714,0.003636364,0,0.010169492,0.016129032,0.032786885,0.023952096,0.004347826
"2610524H06Rik",0,0.002004008,0.027777778,0.006134969,0.005445545,0.007163324,0,0.009259259,0.036363636,0.01242236,0.047619048,0.00621118,0,0.005376344,0.009615385,0.006993007,0,0,0.033333333,0.013392857,0,0,0.007272727,0.006622517,0.006779661,0.016129032,0.032786885,0.035928144,0.010869565
"2610528A11Rik",0,0.002004008,0,0,0.00049505,0.001432665,0,0,0,0,0.19047619,0,0.033333333,0,0,0,0,0,0,0.008928571,0,0,0.007272727,0,0,0,0,0,0
"2610528J11Rik",0,0.006012024,0,0.036809816,0.058910891,0,0,0.157407407,0.048484848,0,0,0,0,0,0.009615385,0.006993007,0,0,0,0,0,0,0.003636364,0,0.003389831,0,0,0.005988024,0.002173913
"2700049A03Rik",0.03125,0.002004008,0,0.012269939,0.003465347,0.004297994,0,0.027777778,0.012121212,0.00621118,0,0.00621118,0,0.005376344,0.009615385,0.006993007,0.013513514,0,0.033333333,0,0,0,0,0,0.010169492,0.016129032,0.005464481,0,0.002173913
"2700062C07Rik",0.0625,0.016032064,0,0.012269939,0.022277228,0.018624642,0,0.046296296,0.024242424,0.01242236,0,0.00621118,0,0.02688172,0,0.006993007,0.013513514,0,0.033333333,0.008928571,0,0.014285714,0.025454545,0.033112583,0.020338983,0.016129032,0.032786885,0.035928144,0.019565217
"2700081O15Rik",0,0.002004008,0,0,0.002475248,0.00286533,0,0.037037037,0.006060606,0,0,0,0,0.005376344,0.019230769,0.027972028,0,0,0,0.004464286,0,0,0,0,0,0.032258065,0.010928962,0.011976048,0
"2700097O09Rik",0,0.004008016,0.027777778,0.006134969,0.018811881,0.010028653,0,0.018518519,0.036363636,0.00621118,0.047619048,0.00621118,0,0.021505376,0,0.013986014,0,0,0.033333333,0.035714286,0.076923077,0,0.007272727,0,0.006779661,0.016129032,0.016393443,0.011976048,0.008695652
"2810004N23Rik",0.03125,0.032064128,0.027777778,0.024539877,0.038613861,0.018624642,0,0.018518519,0.018181818,0.00621118,0,0.02484472,0.033333333,0.037634409,0.028846154,0.055944056,0.027027027,0,0,0.03125,0.076923077,0.014285714,0.04,0.013245033,0.016949153,0.032258065,0.021857923,0.02994012,0.02826087
"2810006K23Rik",0.03125,0.006012024,0.055555556,0,0.004950495,0.001432665,0,0,0.006060606,0,0.047619048,0.01863354,0.066666667,0.005376344,0,0.006993007,0.013513514,0,0,0.004464286,0,0,0.007272727,0,0,0.016129032,0.005464481,0.011976048,0.004347826
"2810021J22Rik",0,0.004008016,0,0,0.002475248,0.00286533,0,0.009259259,0,0,0,0,0,0,0,0,0,0,0,0.013392857,0,0,0,0,0,0,0.005464481,0,0
"2810408A11Rik",0,0.002004008,0,0.006134969,0.000990099,0.001432665,0,0.009259259,0,0,0,0,0,0.005376344,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005988024,0
"2810459M11Rik",0,0,0,0,0.000990099,0,0,0,0.006060606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002173913
